69013420,9930023K05Rik,sagittal
70795718,Rps20,sagittal
70295506,Lmod2,sagittal
71378437,Ptprc,sagittal
69782270,Ninj2,sagittal
71210376,Ppp6c,sagittal
72002106,Stard10,sagittal
70528402,C130022K22Rik,sagittal
69015572,Ndufv1,sagittal
69817324,Prkcq,sagittal
68269267,Pdzrn3,sagittal
68745060,2610301B20Rik,sagittal
71608445,Mafb,sagittal
69013510,Plxna2,sagittal
70723259,4631405J19Rik,sagittal
72283755,Epn3,sagittal
2672,Thpo,sagittal
70528109,Ddx26b,sagittal
386010,Fam134a,sagittal
69202830,Ltv1,sagittal
80341093,Pla2g6,sagittal
68499201,Serpina10,sagittal
2719,Wdr31,coronal
69783083,Phf16,sagittal
69114652,4933425O20Rik,sagittal
69113841,Mrps26,sagittal
68162211,C1qtnf2,sagittal
71495765,Ankrd29,sagittal
1613,Gcgr,coronal
68633002,Angpt2,sagittal
81600108,Cct7,sagittal
74658141,Gipc2,coronal
71668990,Palm2,sagittal
71211701,Pisd-ps3,sagittal
74300825,0610009L18Rik,sagittal
71212506,Tmem86b,sagittal
69134379,0610010K14Rik,sagittal
75934922,2610204G22Rik,sagittal
70302258,Srcrb4d,sagittal
73514833,Prdm15,sagittal
70946147,Ttyh2,sagittal
69548852,Cerk,sagittal
71393322,BC052040,sagittal
70192051,Trim23,sagittal
219,Cd1d1,coronal
70785236,Vmn1r24,sagittal
75988313,Brca1,sagittal
71991846,Trip6,sagittal
73767335,F930037H19Rik*,sagittal
68638125,Tbc1d23,sagittal
73514815,Pik3c2g,sagittal
73653488,Olfr700,sagittal
70528163,Abcd3,sagittal
69838392,Ddhd1,sagittal
75197540,B330016D10Rik,sagittal
896,Rfx1,sagittal
74635343,Murc,sagittal
69528112,Spryd3,sagittal
73512207,Fryl,coronal
69735807,Kif6,sagittal
71456129,Tbp,sagittal
342,Ddx5,sagittal
564761,Prkra,sagittal
70724762,Grk4,sagittal
632505,Rad51ap1,sagittal
68191474,Polr2h,sagittal
